treatment,infection
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,yes
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
placebo,no
